c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
0xbf37f2e4+0x3f94ab4dj,0x3fb2fc08+0xbf460f84j,0x3e704530+0x3f1454bcj,0x3e8f8b80+0xbf18dc34j,0xbf52353c+0xbec7a450j,0x3f1dbd30+0x3f227f04j,0xbe51aed0+0xbf784c28j,0x3e9632e8+0x3f4fdf7cj,0xbf9af41d+0xbfc6e95cj,0xbfbced7e+0x3e3e0130j,0x3dbe9340+0x3f2e1440j,0xbf9c931e+0xbfba9b06j,0x3fd74069+0x3e993bc8j,0x3f573dd0+0x3f23170cj,0xbfd848d4+0xbe3b0510j,0xbf919b33+0xbf0442d8j,0xbeb5add0+0xbe39d7d0j,0xbef69929+0xbf75423cj,0xbf246514+0xbe10410ej,0x3f0fd568+0x3f86b09bj,0x3f99fff5+0xbf0a0434j,0xbe3a80e8+0x3f9cc31cj,0xbc138e00+0xbf548978j,0x3d6e2800+0xbee67228j,0x3f10c8fc+0xbf3e78e0j
0x3f319454+0x3f870401j,0x3f77c240+0x3f01c0c8j,0xbf429770+0x3ec01608j,0xbf3f5a90+0xbf64f19cj,0x3ef25804+0x3ec07000j,0x3f08e87c+0x3f6f8460j,0x3eee73e8+0x3f625370j,0xbeb4fbe0+0xbf7800d0j,0xbffdc0d6+0xbd84e020j,0x3f476cd8+0x3f58d22cj,0xbdf9ce10+0xbf1dcd50j,0x3eec0edc+0xbd5ea400j,0xbf286598+0xbf904bdfj,0x3e9e5018+0xbefce678j,0xbec14e18+0x3eadc668j,0x3f8a8348+0xbf0dab2cj,0x3fd42687+0x3e866e40j,0xbf239e2e+0xbe9929e0j,0x3fbaeecf+0xbf58543cj,0xbfaa59c6+0x3f9299afj,0x3f262cd4+0xbfa8eba0j,0x3f3b1cc0+0xbf175058j,0x3e7629b0+0xbf1f5bccj,0x3e660690+0x3f737560j,0x3eb45c58+0xbed6e1f0j
0xbf51b5f0+0xbf5ad0b8j,0xbfeea616+0xbfcac024j,0x3d8359a0+0x3f2946dcj,0xbfb08664+0x3fb8d7a4j,0xbfa30de9+0x3f2ea740j,0x3fc85286+0xbe80b1d8j,0x3f6d5730+0xbd331278j,0x3f188804+0xbe5e1610j,0xbfa25e1e+0x3e8b6af8j,0xbfa43989+0x3e940028j,0xbf91a542+0x3f57c234j,0x3f340cdc+0xbe84a3e0j,0xbe9d6fd0+0xbfb767b2j,0xbf630e70+0x3ea3c638j,0x3f310c54+0x3f8469d2j,0xbf8d9acc+0x3f598564j,0xbfbc23cc+0xbfa3413cj,0xbf1122c0+0x3f4db908j,0xbf571458+0xbd3f6140j,0xbcae8500+0xbf2bb37aj,0xbf0eddfe+0x3d226b40j,0xbd5854a0+0xbe2c09d0j,0x3ff9ca68+0xbf9ac956j,0x3f18ce5e+0xba818800j,0xbfb08b56+0xbe729d4ej
0x3f85d725+0x3ec96828j,0x3f924f15+0x3ec6f4ecj,0xbf339cbc+0x3f2055a0j,0x3f4cd0c8+0xbe691510j,0x3f47808e+0x3fa2302ej,0xbedc7ba0+0x3e055f70j,0x3fa9f7bf+0x3ec15610j,0xbf397378+0xbf7aa324j,0xbedd71ec+0x3f32f0f0j,0x3ef9a5b0+0x3e01e580j,0xbf5ba7e8+0x3f4515fcj,0xbfedcebb+0x3e8cbea8j,0x3fabda2d+0x3f6111f8j,0xbe3d5010+0xbfd30db9j,0xbf1221ac+0x3d9e82a0j,0xbfa3f27c+0xbe6f6ab0j,0xbfb16fa0+0x3f237e4ej,0xbf94dcf1+0x3f93f38bj,0x3f638f58+0xbeaaff48j,0x3f751cf8+0xbec97538j,0x3f77b988+0x3f040758j,0x3eb4af00+0xbf49ae08j,0xbe638f92+0xbe881ed8j,0x3fb9dd8f+0xbf18840cj,0xbfd7196f+0xbe82104cj
0x3f885003+0xbd86cc40j,0xbe350398+0xbf221f60j,0xbf7c4ad4+0x3e44b620j,0xbf91974e+0x3e770d00j,0xbe858357+0x3eb00f40j,0x3dfe53e0+0x3f838e32j,0x3e6f07a0+0x3e0bde90j,0x3fa6ee3f+0xbf8afc41j,0xbf685978+0x3e400370j,0x3fa9985a+0x3fc63346j,0x3de740e0+0xbf546c48j,0x3f861150+0xbef342e0j,0xbf6a6184+0x3ec73188j,0x3f7912f8+0x3c5bc980j,0xbf0b8eb4+0x3f96461dj,0xbed39608+0xbb303000j,0xbf1a3e08+0xbf259568j,0x3f032930+0x3f7f32b8j,0x3eda3888+0xbb7cf000j,0xbdbeb5c0+0xbdf87ee0j,0x3d9c5dc0+0xbe2e2480j,0xbf1d7de0+0x3e3f5b30j,0xbfce2260+0xbf5537f4j,0xbf262596+0x3fe3c96fj,0xbf3406dc+0x3d59f000j
0xbe72fe50+0xbfa3d34fj,0x3f04b7cc+0x3daec6c0j,0xbf6ca6d8+0xbcdc8d80j,0x3f65ac20+0x3c132900j,0xbed7e1b7+0xbfb50fb8j,0xbf4f51ec+0xbe05dad0j,0xbed6a140+0xbd580640j,0xbf213794+0x3fcd25fdj,0xbefcc3c0+0x3e5eb988j,0x3f25f9e8+0x3fd4a37ej,0xbeb3ff30+0xbe378ec0j,0xbf3ce6d0+0x3f45527cj,0x3ef37d84+0xbe405178j,0xbf108418+0xbf61fac8j,0x3e3beef0+0x3d9521f0j,0x3f564908+0x3fa25d61j,0xbef87c99+0x3f3b7fe0j,0x3e2a78a0+0x3f47d984j,0xbd1ba188+0x3fe552c1j,0x3fb368a8+0x3f878361j,0x3fc17d34+0xbe3f0410j,0x3fb4d39a+0xbf83769aj,0x3f20139c+0x3e715b50j,0xbf18419c+0xbfed7754j,0xbe794560+0xbec968f0j
0xbf2ef9c4+0x3f2ad6ecj,0xbf95042f+0x3f2958c4j,0x3f6a71e8+0x3f391004j,0xbed40dd1+0xbed363d8j,0xbf58c288+0x3f4af068j,0x3e88fa90+0xbfc1ccdaj,0x3f8dbecb+0xbeeeec48j,0x3f91c10d+0x3e9ae7e0j,0xbf8a5f71+0xbd60d000j,0x3f92f894+0xbf255740j,0x3e90fab0+0x3dc09b60j,0xbeae2897+0xbf846ab4j,0xbf506424+0xbebfea70j,0xbe4149f0+0xbfb9f412j,0xbe2ca32e+0x3f115624j,0xbfe3e808+0xbe9a8c68j,0xbe649d60+0x3fbea68fj,0x3f301820+0xbfafb365j,0xbdb30544+0xbf7250b0j,0x3f00e79c+0xbf4d2960j,0x3de84360+0x3fb94c21j,0xbf502aac+0xbf212290j,0x3fa45f53+0x3f014fd4j,0xbecd33e8+0xbfc37195j,0xbfeeaf36+0x3fa6c840j
0x3f5a56b4+0x3e4566f0j,0x3f786f20+0xbf4ae6e8j,0xbdcbdae0+0xbf3ca2bcj,0x3efc6530+0xbf811eb6j,0x3e152880+0xbfe240bcj,0x3efad0a8+0xbfa9d7d5j,0x3f6045f0+0x3f8509bbj,0xbfbb4e2a+0x3f388994j,0xbefd8e00+0xbec67fcfj,0x3e315780+0xbfabc79aj,0x3f9e55d7+0x3f622330j,0x3f0c36ac+0xbd2c5540j,0x3e385188+0x3fcfd7d6j,0x3fa7481d+0x3f200020j,0xbf95ae40+0xbf35956cj,0x3e21d370+0xbea51c00j,0xbf145b00+0xbe2d8490j,0xbe4cbf90+0x3d8213a0j,0x3ee140a0+0xbf0ec424j,0x3f924dfe+0x3f1403c0j,0xbda399c0+0x3de0a7b0j,0xbfd79fcd+0xbf4b3838j,0x3f0e07e8+0xbf3d9040j,0x3fbb6e3f+0x3f0573d0j,0xbe844ad0+0x3fa059ccj
0xbf285fa4+0xbfd9ace7j,0x3fb11dd3+0x3ec9226cj,0x3e4b78e8+0x3f9722faj,0xbf16dae4+0x3eda73a0j,0x3f64fc98+0x3f048348j,0x3f405b3c+0xbf652d68j,0xbef92789+0x3e3fc7c8j,0xbee8d7f8+0xbde41600j,0xbf1eb610+0xbfb2ab89j,0x3f7517b8+0xbf965c7bj,0x3f33e514+0x3f5bade4j,0x3f8801a9+0xbfc00e18j,0xbf52631c+0x3fbc71f9j,0x3dc329a0+0x3ec1b7a0j,0x3e4410e8+0x3eda0600j,0x3f353014+0xbe1ad3a0j,0x3f6eb810+0xbeb44260j,0x3fa92bfd+0xbff38350j,0xbf1d2180+0xbe63b9b0j,0xbeadf950+0x3d85e5f0j,0x3f76cf68+0xbf463a34j,0x3f700148+0x3ee3c6b8j,0x3f2efcb2+0xbf9a9cd6j,0x3f72bf00+0x3f8cb525j,0x3f36c984+0x3f797b70j
0xbf8832d4+0xbfa8f811j,0xbf9c8763+0x3e6d4e50j,0x3f96bc8e+0x3f8c8491j,0xbfb117ba+0x3f01abd0j,0xbfc280fe+0x3fce8b38j,0xbfa853ec+0x3f5ee8d8j,0xbfc8d9ee+0xbe2e5170j,0xbf607120+0xbfa4f7c5j,0xbee1a030+0x3fdebe79j,0xbf8fc0ad+0xbd16ebf8j,0xbc098800+0xbee70b24j,0xbe7929e8+0xbeca4794j,0xbdd22a00+0x3f74c000j,0xbfbf73fc+0xbf34b764j,0xbd8ae530+0x3f9ef115j,0x3f92e3ed+0xbf8fece7j,0xbf6a6d44+0xbf474a7cj,0xbea6a148+0x3e6b3bc0j,0x3f592cc0+0x3f55bb60j,0xbf1b61f4+0xbfb84edbj,0xbde62da0+0x3f45a1e4j,0x3edb2b28+0x3ed1b220j,0xbfe98668+0xbf187604j,0x3fa541ca+0x3ee50b48j,0x3f33875c+0x3dd8d0c0j
0x3f5283a8+0xbfc03b58j,0x3ceff340+0x3f8de224j,0xbf075b68+0xbf8af5b9j,0xbf1ad7b0+0x3fb10578j,0x3e20cd40+0xbf818e39j,0x3f35edb0+0xbec769e0j,0x3ee19d50+0xbfa8ce38j,0x3f1c274c+0x3f875630j,0x3f5cafb0+0xbf0b3810j,0xbf81c186+0x3f25d7a0j,0xbf745414+0x3f7a1ef8j,0x3efd35c0+0x3f536ae4j,0x3dbe7250+0x3db37420j,0xbf7d85e8+0x3f76f238j,0xbfb4a55e+0x3f816aafj,0x3ebc8604+0xbe9db800j,0x3f9a9ffa+0xbf3992d8j,0x3e7c3f10+0x3f50af80j,0x3eab9324+0x3e4bd7a0j,0x3f0ec714+0x3ff102d9j,0xbf203d38+0xbf0f4038j,0x3f168fb0+0xbf337bf8j,0x3e0d9d70+0xbc3215e0j,0x3fd6b5fd+0x3ee95308j,0xbf108de8+0xbf5fee68j
0xbf2a302c+0x3e8b1a60j,0x3d91e910+0x3e631300j,0xbfa7860a+0x3e8dfd00j,0x3d4360c0+0x3f29e61cj,0x3fa3ab6b+0x3faa8f3cj,0x3f745018+0x3dbe6cb0j,0xbe158580+0x3f4b93e0j,0x3f800225+0xbfcdc290j,0x3f7a28a0+0xbf34ecb2j,0xbe1b341e+0x3e8dd508j,0x3f00a1b4+0xbe921f61j,0x3ecd01dc+0xbe961d50j,0x3e0a7840+0x3fe7f51ej,0x3f4a66f0+0x3f26f460j,0xbf148308+0xbec95b60j,0xbe931df8+0xbe076fc0j,0xbf136be8+0x3f6f1408j,0x3f623fc8+0x3f5ecd78j,0xbf8e7e02+0x3f8280afj,0x3f239930+0xbe94ce4fj,0x3e0c8510+0xbefaf6a0j,0xbeba1030+0x3e84fed4j,0xbff856e0+0xbfb2c56cj,0xbe028c80+0x3fdc3cdej,0x3fa33c09+0x3ea51db8j
0x3f22fb4c+0x3f847838j,0x3f185214+0xbf3780d6j,0xbf310c2a+0xbe689160j,0xbfe68b4a+0xbf41a534j,0xbfa262eb+0x3c7b7f80j,0x3f657850+0x3e0f9ca0j,0x3f21e6a0+0xbfc1e2bcj,0xbfb6b8bd+0xbdd17d40j,0xbdf126a0+0x3f7be588j,0x3ece8ff0+0x3f8a2873j,0x3dd4a660+0x3f6f0140j,0xbdee0a44+0x3fb71d52j,0x3ecb8d80+0x3e8d316cj,0x3f03c0d8+0x3e501410j,0xbdd934c0+0x3fcdaa6ej,0xbd389f40+0x3f0ccfb8j,0xbed969fc+0x3fe90d4ej,0x3fd17f6a+0x3f9a61b9j,0x3fa23722+0x3d8b6a60j,0x3ef505d0+0xbe1b5732j,0x3ec75880+0x3e8db5b8j,0xbf5c3c24+0x3f36edccj,0x3f1010a8+0x3fcde88fj,0x3e100af8+0x3f9d3735j,0x3f662ff0+0xbf51e7c0j
0x3de100f0+0xbe339a62j,0x3ffb56bb+0x3f090c8cj,0xbf307d28+0x3e512b40j,0x3bbfe100+0x3e343650j,0x3d47b5a0+0xbf548004j,0xbfa90190+0x3f0f5960j,0xbee65558+0xbf0f2958j,0xbd83fd40+0xbe934940j,0x3f2f4d34+0x3fc9621cj,0x3fc96557+0x3efd23f0j,0x3c541700+0xbfaef6c2j,0xbf9d2230+0x3f3e1d54j,0xbee4dba9+0x3f8c72fej,0x3dbdf5a0+0x3f40e23cj,0xbf35f734+0xbf08c03cj,0xbf644024+0xbb80b200j,0xbe2bb5be+0x3eebab70j,0xbf9bc5aa+0xbfc406e0j,0xbf88b062+0x3d5d6940j,0xbf29bf40+0xbea45a69j,0x3fbc1c58+0x3f120bd8j,0xbf7a5018+0xbe3f6b00j,0xbf9bca38+0xbfc60746j,0x3f974041+0x3f2186d6j,0xbdff2300+0xbe4d8880j
0xbf74d2c8+0xbf84bbecj,0xbff62a04+0x3f91775bj,0x3fb7107a+0x3f6bd228j,0x3ecaa688+0x3ea85550j,0x3ecb50a8+0x3e24ec00j,0x3f723fa8+0x3f42ba14j,0x3f867ff0+0xbfca5b72j,0xbd3dacc0+0xbf99587fj,0xbe19b1b0+0xbdc7fca0j,0xbf65c50c+0xbfb4411bj,0xbf42c988+0x3ecf7cc0j,0x3f152698+0xbfbb76b8j,0x3fc17eda+0x3e072480j,0x3f437ba4+0xbcb0ee00j,0xbdcc77e0+0xbf4a9a28j,0xbe4b8f30+0x3d0fcc80j,0x3e4183a0+0x3efefd68j,0xbf4e781c+0xbf7a5f34j,0xbf9b0e9b+0x3ebdb850j,0xbfc9a472+0x3ddfcfb0j,0x3f4838f0+0x3eded3e0j,0x3fe15e2e+0x3f06fc28j,0x3f2a5028+0xbf8f83baj,0xbdc21220+0x3e6046d0j,0xbec0aff0+0xbf2e95e0j
0xbfd5320d+0xbefe16fcj,0xbee9db60+0x3fa93c57j,0xbedd1308+0xbe699cd0j,0x3f6a9458+0xbfb8249aj,0xbf11fa98+0xbe82b400j,0xbf1d1380+0x3fa18c32j,0xbd998a40+0x3fe73055j,0xbfc80212+0x3dfc2720j,0x3e9489e0+0x3f59a084j,0xbe735eb0+0x3ea0fb3cj,0x3ea1b8a8+0xbe649600j,0x3f055800+0x3fcfa40cj,0x3f6ef430+0xbff6ee03j,0xbf45abd4+0xbf9d4346j,0x3ee3c4a0+0xbdd733a4j,0xbf446414+0xbef3a518j,0x3fb3be0f+0xbf60b0b4j,0xbe3f2680+0x3f034f78j,0x3fc0c90f+0xbf1ae684j,0x3ebbbcd4+0xbf015b74j,0xbf2325e8+0xbf0f3010j,0xbd5a6dc0+0x3fa50d14j,0x3f01bf0c+0xbea6c360j,0xbf240264+0xbee9c771j,0xbf3acb04+0x3fac1d20j
0xbe4b3378+0x3f298ea8j,0x3f9842c1+0x3fc8c098j,0xbe785780+0xbfb813aaj,0xbdf8ba9c+0x3e5f06a8j,0xbf2bf3c8+0xbeefc5b0j,0xbf952448+0x3fcd5fb3j,0x3c2cb400+0xbd000080j,0xbf8d2942+0x3f6c58d0j,0xbf818532+0x3f21d170j,0xbf825edc+0xbf5074d0j,0xbe57b420+0xbf831ebdj,0x3eceb4e0+0xbfd90d1ej,0x3fb9db4f+0xbe65a3c0j,0x3fc3c7af+0xbfab29f7j,0x3fbd37a8+0x3f4bcdb0j,0x3efd417c+0xbe298510j,0x3f367e28+0xbef2df60j,0xbe575c80+0xbeac0b58j,0xbf7a14dc+0xbfc44b96j,0xbf1b6bc6+0x3f6f16a0j,0x3e8e7060+0x3f520466j,0x3fb0e642+0x3f627ab6j,0xbf198f88+0xbf2fcb50j,0xbf8bffa6+0x3f64ab9ej,0xbe6a0b00+0xbe4fde60j
0x3eca2e28+0xbf8dcaa2j,0xbed701ff+0xbe86d678j,0xbf900fc4+0x3f9ccab5j,0xbf55981c+0x3d8d0b00j,0x3fe8460b+0x3f27d00cj,0xbfb1ed68+0x3d4ca0c0j,0xbe67af52+0xbe35cdd0j,0xbe97b6c0+0xbe4135f0j,0xbe7edfbe+0xbe9f7d14j,0xbf7d4cb8+0x3e7dea90j,0xbf8c4fb2+0x3f2fcd80j,0xbf01e286+0xbf0fd2dcj,0xbeaa6438+0x3f8a9f7aj,0x3ef8e0f0+0x3f5b4e90j,0x3ea2aa80+0xbe25b652j,0x3f9443af+0xbf469100j,0xbece99b4+0x3f1df2e0j,0xbeda3118+0x3f942094j,0x3fcc0e63+0x3fc89281j,0xbf1003ec+0x3ebece30j,0xbfa2af72+0xbf89e8b6j,0xbfbb6501+0xbf1738f0j,0xbf573d68+0xbfc16ca2j,0xbf7f3c98+0xbe866188j,0x3ffa862c+0xbddfcbc0j
0xbf762658+0xbfbcfd30j,0x3f9e39bd+0xbf790490j,0x3f5f92b8+0xbe2f9f30j,0x3ecce2e8+0x3cb90000j,0x3fb0f18e+0x3f783240j,0x3f21f3b8+0x3ec6cb68j,0x3f57a79c+0xbf8c6fb1j,0xbf18c6b2+0xbed03f50j,0x3e0a8a78+0x3e852a48j,0xbe3047b8+0xbee06788j,0x3c712100+0xbf9fbedbj,0x3e12d8d0+0xbf9b2916j,0x3ed301e8+0x3d306660j,0x3fcf3a6b+0x3ec8f430j,0x3f1d0608+0xbe1259f0j,0x3f190378+0x3f706538j,0x3e4e6bb0+0x3fc94581j,0xbee1c260+0x3f3bc484j,0xbe19c120+0x3f71a3e0j,0xbc876b80+0x3f7bcc70j,0xbdb748c0+0x3f89ec70j,0x3faed24e+0x3f364e50j,0xbf8ab928+0x3cc2eb00j,0xbf95e2eb+0x3f5b3fb4j,0xbf15242c+0x3f47611cj
