c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
-0.831302867868865646-0.584229238199633904j,1.51692364641396149-1.126973337045155787j,-1.562975507161075139-1.895464867075486115j,-0.437510430789280313-1.883842440846657195j,-0.257740731352680718+0.680268900301500778j,-0.328945386670697781+1.31719385786394616j,-1.414112526550685533+0.688569153029773506j,0.296538876051739563+1.72639202408521863j,-1.784204691023284272+0.510316107366584947j,-0.849943180217021643-0.964221237505277883j,-0.0392238974264056405+0.762527462890853602j,0.937075497602487761+0.192194853081835148j,0.618471790836236934+0.362567309575142271j,0.558124152217314595-1.284916210089752652j,-0.398418659380410211+0.617720956684217892j,-0.413963552287579528-0.507668942686873680j,-0.415753886261527816-2.420074819965568391j,0.222660540687245944-0.551853528203233967j,0.695629517607624592+1.04764473813111491j,0.0534314595015112914-1.656820332552178420j,-0.154114625463144250+0.185530599084640090j,0.773585751322043435+0.792330780688963010j,-0.161848008985204794+0.359092434344988387j,-1.184181644420809531-0.561286345454557356j,-2.570895119834688102-0.160810009553931099j
-0.427901119632458970-0.707477181747351746j,-0.210973946625140573+0.612869646134527990j,-0.495294891810076354-0.222378164484234197j,1.13710810321112942-0.0595913911542260699j,-0.0670382101278015340-0.228203009248398203j,-1.075616290753597770-0.355583343695992759j,-1.281163277057407956-1.317895013424161820j,-0.387447764134529304+1.42210629130363863j,0.559877944453441855-0.0279667628678947899j,0.897722204566958392+0.421641399543505546j,0.549288404879431091-0.0847755920138744123j,-0.122470435648711184+0.640244490819426914j,0.379204110216750489+1.11637323437804969j,-0.785850195926029115+0.523173076245396995j,0.592656982663015252+0.169505830578501548j,0.753659725514317813+0.111941920850815002j,1.03171176309488177+1.08739360488414060j,-0.987875367701500195-0.575688705957782431j,0.124526181257221590-0.341949003542810103j,1.06983634360884205+2.19004149928359614j,-0.308534393733619793+0.544024305964083243j,-0.0169073370849357473-2.221278790606377562j,1.99241138076531099-1.878791911943298753j,-0.554867058931820089+0.121006019797223363j,0.973104911845315445+0.850894112537694091j
-0.820434611481372755+0.329694629601783972j,0.523642402239933968+0.562951694580275496j,0.406749325605894718-0.239908252617730077j,1.23245105473049521-1.187010126139903309j,0.161428230219238688+1.27711411749335335j,-2.379328163778318572+0.0606610254394430725j,0.589451650179952491+0.895474339450718748j,-1.141063713464147921+1.47193070692667582j,2.00168189851268074-0.428018652937408816j,-0.313433362004272131+0.514907417485663820j,-0.892870692428473500-0.698619724132247377j,1.49579177710335131+0.554385183436206574j,-0.404954497432864712+1.23037616795952531j,0.740490215833280007+1.22723635067934977j,0.389821020949064234-1.383829438487246932j,-1.902536375364173082+1.39485232977310902j,-0.953143069473786574+0.497851547467231370j,1.11342322530270654-0.568988041308341241j,-1.565458798116133642-0.327544824424605085j,-1.414904568197084655+0.270690340121346739j,-1.886162398935379735-1.086468336800955336j,1.23496356605175461+0.408408051330178878j,1.95149033424665674+1.64591999300904823j,1.10457007078189772+0.757253678203161140j,0.934946265396277009+1.63450167045586169j
0.920554525942772539+0.00614838931831007684j,-1.155443866370584826-0.476934932437623970j,0.241266357042914325-0.199484227204771047j,-0.616881182154129348-0.468794601760179840j,1.52690951752156922+0.803758583355768774j,0.428365216316207053-3.514116448862643515j,-1.836748804776284327+0.894965177277455392j,0.911882141722695660-0.196336331348505144j,0.00661187932821372115-0.966458075505376879j,1.53819984558364053-0.562763959765996357j,-1.277481493280848923-0.200285282123393137j,0.492258017343434106-1.837806676148233897j,0.240531138988776760+2.00825072964450734j,0.595448924979731231-0.277115947898069148j,0.559750291830399149+0.173678081170112186j,1.00855697818442791-0.216915222554373288j,-0.305221063524388380+1.90289246507784781j,-2.045635428695264934-0.754003005038009099j,0.805268747474921831+1.31682896843644070j,-0.960775600490746839+0.458950455192726369j,-0.160560969929939290-0.561543691011216150j,-0.173427279918139054-1.588979585965283769j,-0.311460172464676166-0.501985824904915389j,-0.0308573942738039064-0.692900861565291181j,2.99313335462788643-0.0973588228378843290j
1.99837248051088178+1.80775404286528873j,0.252185037949971935+2.18502108651045690j,-0.247288443573668637+0.0130238163578240140j,0.0532009971896560962+0.0921731401796868077j,-0.112895082959945158-0.383793728174015580j,-0.716814394558850764+2.34387935703035577j,0.549295061562629971+0.382238285691911094j,0.545199550214636730-1.545158940525030555j,-0.432169727094686706-0.453299475209622215j,1.01896678856925482+0.0953605021199019908j,-0.770496376191672105-0.110111125912260965j,-0.167080928435302755+0.984808979373815507j,-0.243927241937960115+0.0828714675007291567j,1.47972556612299732-0.262758616979460013j,0.540592832924210231-1.181258546172302859j,0.220680382389860429-0.0686181110516401737j,-0.747771674080917492-0.844211142666752234j,-0.277949507428975284-2.236101375518124267j,-0.0948180521141801513+0.448050832880807270j,-0.678162520119834466-0.0265576714917115097j,-0.964650169229695375+1.38596537001759911j,0.612643357394830889+1.27508266427648897j,0.339389595132372212-0.739656378613572584j,1.11024270545567516-1.813354525498355185j,-0.654899854759247723-0.479654527190294999j
1.73755557774204283+0.440289541745417789j,0.314479512898611979+0.431273318668001337j,1.67540586145739434+2.71110447389683173j,-0.400370833944307447+1.28115734080708643j,-0.671753184915996115+2.42130876990594057j,-0.503641922623946580+0.540787056426712542j,1.21381904472346713+0.387304577008301009j,-1.624095718864413617-0.337364992874257474j,-0.524977818887269354-1.305470988138128340j,0.642210063686929455-0.628001647066131596j,-0.0573658339012244056-0.732570600111859704j,0.550343919281701232+0.111028575419724440j,0.754064191666747429-0.192435867168931462j,-0.727298303026396641+0.528355426113216397j,0.0284826130831636881+0.0775219344154107758j,-1.669107311812284777-1.240872079319306209j,-0.246580240991847610-1.255074089530928471j,1.54203406352219252+0.865108155691735714j,1.61410233318518736-0.345693096287484014j,0.137036621567987459+1.19588780899088442j,0.620821374636912892+1.26813596337640865j,0.163427197028037873-0.257075425633888021j,1.12926923060075434+1.38336837412152391j,0.745046545168750018-0.486457534254455037j,-1.210613795823797689-1.026218405099848407j
0.00355457577595519325-0.614786254574794632j,-0.175842470642056714+0.272531691467080783j,0.116561141312892413-1.462875391051362328j,-1.863707921025265168+1.17195597599086620j,-0.439842396429506177-0.546682715168238075j,1.19641631408380089+0.717131002297989539j,-0.489452083316274322+0.463413674566035993j,1.04699597507466846-0.952852806140398467j,-1.293146750385627319-0.939463699043018074j,-0.364942582539890203+0.872104866656065791j,-0.933251185388128234-0.306901499145356471j,1.28216074406340285+1.16530739145871997j,-0.753833414534912815-0.990291222175874619j,0.904767944822371550-0.540207955482266077j,0.0116824740511392022+0.193910643486457701j,0.321398637612626547+0.0721057786889653939j,-0.519173436733313842-0.925518831065529568j,0.679473986269571561-0.822211185736481997j,0.132576348385300857+0.900541657265424344j,-0.147316669822633583-0.964536330132285790j,1.11837885252303004+0.350862360011457763j,-1.671189764072712025+1.14548644265877364j,1.23529471177246352-1.059883075342542113j,-0.265597167227306529-0.315903142025587113j,-0.487941568548183823-0.602388531995484033j
0.810765499694774849-0.0416139813778886868j,-1.637353029204740018-0.919340087713262921j,-1.884102451624877438+2.12435344889512789j,0.0398450690212337477+0.0184041637858363138j,-0.530881231708874246-0.0610101149351632288j,0.892485284702438708+2.11948518144789810j,0.585543995150938911+0.0601161050035265986j,-1.475264534688533579+0.658966990614155978j,-1.106093293529902377-1.740764600765636549j,0.408122591530165834-1.117245743966609028j,0.856368228941959852-0.646133653451590461j,-0.956517193811917909-0.513980692573059894j,-0.609938201246050137-0.885621273832583266j,1.46565502986403117-0.181321022292734335j,-0.531925745407906491+1.65256914102151331j,-0.999479061530781809+0.290727847571460973j,-0.346336897047030412+0.921656496642360156j,2.26366609071610369+1.51925405214382380j,0.331146211843249105-1.774765254122162350j,-0.145505886895875402-0.0630608277209914747j,0.157407925404579707-0.961924306533346928j,1.28323260259532179+0.643126923169341502j,1.11353277353785595+2.01316968274668539j,-0.213436867642280203-1.320572263568588811j,0.157183961179401476-0.153347744523097961j
-0.320015688498197725-1.079844357620324490j,-0.942237480621022527-0.809347741073060511j,0.0854196288905404443-0.204673156383083920j,0.360461155715953829+1.48666835538802466j,0.701359445382772506-0.529036331890216704j,0.250495058310039375-0.335040469411035379j,-0.0712848911140233632-1.535944169180119445j,-0.807123887357882541-0.0920867971003058727j,-0.107701801682033693+0.318165509982063721j,0.0856309124634708762-2.612132442777484353j,2.72448685594624784+0.0977479719131126856j,-1.442299734612682682+1.03645996986846711j,-0.218964152642378007+0.134230232057019449j,-0.338650920119172305-2.025767268471796445j,-1.217769404540489874-0.315986667004068522j,-1.231674255659948480+0.414153952469372033j,0.265496433707586909-1.110928492354658070j,1.34297966490101372+1.05265722166554631j,0.147328554294227309+0.422304253738216228j,1.23526923358342255-0.560343392306032583j,0.0927320071270636425+1.45634716259891905j,-0.0641976558013297449+0.817449194516969512j,0.987749016377731603+0.650063302529658937j,-0.395441849927068656+0.304244153319522592j,-1.188081920140870995-0.440013328753940502j
-0.299054472437164875+0.262856026805358355j,0.465083798772416567-0.166131006849000506j,-0.502507276635538513+1.31346050959273741j,0.359268578485503420-0.381385063456342709j,0.312325249331208087+1.21456103677432714j,0.894392458116818556-0.888794920195707049j,0.598761328583717222+0.770594749027247782j,1.31180277117209787-0.643256459462955731j,0.242687235413310053-0.158221299037716478j,0.581949945407726598+1.37597555013277039j,2.90133809719036683-3.324099123059098381j,1.55680379131920587-0.494882068162542321j,-1.162259102900256024+1.67604669274661577j,-1.097957589815554468-1.987295470745444880j,0.0282487150559944666+1.04331844655806849j,1.45428368757205084+0.242744872005214329j,-2.506085387317015023+1.07875025211543773j,-0.436957689376052726-0.914977165912189249j,0.155275868344327383-0.505713592514124510j,1.79047745582904083+0.861081886165509402j,2.00980071598031973-0.650423776491555694j,0.324033079165477300+0.110672466646486444j,0.0865151036315501276-0.0413385113985063057j,0.298761553926086165+2.57070243096466732j,-0.467570205053545961+1.69246638061715137j
0.554371597507581359+1.40245613465494400j,-0.0423573882320811834+0.225899102701616172j,0.533057660940054134+1.09241592318534941j,0.257610807612963510-1.024309914590019188j,1.64844805426806706+0.0111199068158644998j,0.684536956188065648-1.358851687285300258j,-0.220353418835459224-0.832746788758541356j,-1.479603231869076385-2.940438439695713501j,-0.895980085152209948-0.894588807572414435j,-0.902557121011430485+0.652125628865636519j,-1.468925987806178889-0.603803269992569724j,-0.888788906279836421+0.798857882764153703j,-0.515591151465312425-0.431031195635513064j,-0.989629525927150144+0.620215318175596497j,0.505427979226932055+0.823707481288332932j,-0.0564654515122842703+0.307167321960077011j,0.720516223032571456-2.136087994475999174j,0.633121959112819432-0.883145395666688148j,-0.506577048423606068-0.297616224731081402j,0.921010938857152350+0.0864764761725087538j,-0.913793198115830485-0.368047972342036844j,-0.785861796529186307-0.672832809189431113j,1.10775182915800884-2.414587252780406423j,2.20119310244595878-0.749513550447019838j,0.00159921456870115719+0.0929932747522479452j
0.522765273091328808+1.82270648513457556j,-0.570835344987447257+0.420115323073054991j,-0.483804288870573362-0.279109887203949913j,0.752568464396112801-0.660627636664244732j,0.355885187031112604-1.860151763592332585j,-1.305413978620523884+0.586612319805638104j,1.03759243581228211+1.14932760960755597j,-0.347773195282146119-2.099263141151907596j,2.55701153483865173+2.11024634607283934j,-0.554226774148048217-1.512875444998224683j,-1.897855929095406679+1.98078222611493726j,-0.600556269251450114-0.998505671239186654j,-1.645310882348804737-0.860285069649674660j,-1.114948940356569107+1.05488075038109463j,-1.233200328341697682-0.148111800356288902j,-0.975440925967260952+1.43305784967258764j,-0.507985888562195952+0.624247838325421966j,-0.250339188589835170-0.340787763537309107j,0.382620793834714145+0.958249523533855285j,-0.498851360406471489+1.19055899148691546j,-1.020612283494344074+0.292778652108358183j,1.32343822192671178-0.669838426604991710j,-0.587333427202246127+1.19475647367271964j,-0.549287863540558252-0.169664930072964015j,-0.260373748810253324-0.959870170335168193j
1.22109688458900067+1.35286677535329147j,-0.800571778939389133-0.293806975695116490j,-0.918608306732322965+0.499171547628336043j,-0.127507591510315876+0.215385380606976539j,-1.256721857852002965+2.15982171582896231j,0.162908000334713198+0.264017319977966513j,0.583283123749079646+0.976073421132528817j,0.984990774758335962-0.435540350852667401j,0.553099027891485128+0.244166967344557228j,0.498324605450721769+0.235403473027651077j,-0.409833418104249780-1.713930185271456352j,-0.786817450951544650+0.499273957398912671j,-1.837172674555179519-3.185042917269132356j,-0.539742233718188746+1.05916376925489341j,1.34671877458750688+1.36363941939052080j,-0.693532886589966590+0.625484949893545305j,-1.549518364525461988-0.951049605152494592j,1.32078172697986207-0.223133988292719021j,-1.262339354631883958-0.247397787148686543j,-0.0432707431164227607-1.905232269756840235j,-0.268140444998039129+0.552325059635389248j,1.47351082332824656-0.00447206729097754385j,-0.504147218570975219+0.446552248985502941j,0.0744951565378846325-0.527524045593825263j,0.0372578323779477749-0.703901710838961136j
-1.130088753559414183+0.568962721846744567j,0.133706670424464268+0.119913067084762570j,-0.375586213043346495-1.038247325126309350j,-1.036316674708815943-0.331037106332854769j,1.60762402141350646-0.811279724536529744j,0.0284772573302460862-0.672179778752919343j,-0.349400884224830843-1.230647551643215598j,-0.998345597156563790-1.120118018001507564j,-0.899413690646255536+0.748664707477321833j,0.111241593130991578+0.296381463487724872j,0.861136873563323579-0.151118334911882090j,1.13980121811996748+0.338873031457980200j,-0.0332547808105561060-1.504463813450884757j,-0.281215088862593221-0.227878733131299693j,-1.551439366302669098-0.167022015153208247j,0.684700707900521621-1.417417214027238747j,0.805319160846245107-0.216002534821639002j,-0.615702332729256784+0.560178066958517018j,-0.272600478550363511+0.300044808105675020j,-0.0289204871734796142-0.970439600519540812j,1.16673890802148072+2.92925089377354375j,0.153448494058225470+0.171283414924132681j,1.00995671695393030+1.00996412562530446j,-0.847038112278942545-1.043030073706785243j,-0.0327291236175129562+0.820456845255348010j
0.900591854699525296+1.86164284816587244j,-1.045095019846467243-0.0291556722848845262j,-0.404496673009638207+0.0541745962597597330j,0.0692935195961070782+0.00336612178378281612j,2.79072195338815021-0.684233149910805416j,-0.511020989360653876-0.323222566616684636j,-0.0219196597408388704-0.110529088828982047j,-2.212728887603704563-2.446276432909515019j,0.251425471715483794+0.935308611044176618j,1.53882443768123322+1.06672298520405872j,1.00156591753892754-0.244452971861933265j,-1.518494146909564967+0.643405878416440479j,0.485916205415541035+1.43680443667265755j,-0.328040869525684897-1.031550826822323685j,-0.316113508245745189-0.931332800110112213j,1.05933006062585288+0.616264579583797988j,1.32524236554541086-1.328517103532306897j,-1.162930404697118280+0.939587445792434916j,1.11933302606610363-0.256316986324996776j,-0.396607843559081241-1.301234931501079383j,-1.654923662179936805-1.245801817110345321j,-0.411762393647557178-0.633597661208269435j,0.463526215730930335-0.564466036517980551j,0.668555264392292958-0.546831227980995926j,0.249138088979167893-0.272347297589072778j
0.135952364912231615-1.824533472808702594j,0.172062187200344940-1.530121347429376221j,0.627846482830870744+1.49664050164374007j,1.31600053089673285-0.745079577838285711j,0.205881406785880294-0.494176142208713642j,0.979100066222792886-1.159716730739884793j,0.209110059204674181-1.275575266882729152j,-0.556448020179794999-1.654717839160474657j,0.366826093839580202+1.66477932152629271j,0.941062633375362000-0.665132701002616677j,-1.767632751245550970+0.195131857147698983j,0.274734989904085402+0.716266851660946279j,0.592049536746575455+1.08934684917074187j,-0.490004820880595826+0.591222766686130718j,-1.450667118796474808-0.195168262156334648j,-0.275630362531442185-1.747065207151345278j,-0.457313959427033012+0.321071692279108145j,-1.172322450925358472-1.118723344664358076j,-1.682996050480129790-1.221773918182953222j,-1.110470833841864291+1.07283918009667589j,-1.241564343000281622+0.0855084281626594666j,0.163776398661410027-0.760816130876456053j,-0.192382211492647670-0.185375607924969043j,0.986806117120713199+0.927209977491585402j,-1.032913463984642010-0.337371405994786099j
2.12928942805197518-0.719021011198305970j,0.364605305385350408-0.762655569315830117j,1.62957127481629116-1.315989003916766542j,1.36686070203509268-0.00827519125427889079j,-0.122798714628213456+1.43625342191076943j,-1.317735849417534632+0.0103821642149610759j,0.416483785815587648+0.841245689978585620j,-0.00634619292776594789-0.454039925851680958j,0.0323191246702900780-1.718487785117492672j,-0.190581237096954847-0.114038282830885684j,-0.304369178075056145+0.0545015100541634822j,1.85545508004286352-0.832364311511070820j,-0.293491284338181002+0.167798905881867632j,-0.615880850770184729+0.743262561769288065j,-0.269386703491645285+2.65044177673502812j,-0.476736217261636507+0.533344558595810536j,1.58206483324780911+0.359046101212668666j,-0.778345319655129763-0.514372592163039765j,0.343949802167021090+1.40181205428858834j,0.716871728432525667+1.90847485846578646j,-0.281620580650489227-1.243564346201237569j,0.211857777286923010-0.502959051617998920j,-0.963326872954900714-1.151728363193995408j,-0.327911228347782690+1.04992943734117338j,-0.106715456615582959-0.192647590010915248j
-0.388498155720600202+0.561372274769706969j,0.533435279662717309+1.25966236836803546j,0.107062441203297442-1.221339597512545616j,0.871087966404817226+0.143145035564584244j,-0.454337132611776439-0.133693725971491372j,0.670966130696290186-0.152961166576343954j,0.400575658163196735-0.730973538839919445j,0.809004940738185407+0.722506594402444690j,-1.691434627758311215-1.400300742138904208j,-2.540261228768887047-0.288097015343722562j,0.0457779853097741717+1.59232882638502415j,0.260761418903771247+0.519417890953177696j,-0.522876130643362024+0.233062946614970067j,1.24122894526501048+0.933878396005242361j,-0.429392405552024403-0.137043895501985646j,1.13885483788450669-1.054262161539999631j,0.856838172685935539+0.565443817054606334j,-0.332503662743723893-1.810767617502829107j,0.124004250337781840+0.320670792952651106j,1.66710761331875789+0.794422140589856606j,1.60945346849204540+0.636245154014035474j,-0.678996899755957006+1.83818714658073734j,-0.663412305242404132+0.420329639095819107j,-0.572306752944527818+0.241949294491524247j,0.373035356700414322+0.197987732045129316j
