x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.4372978648963908E-001,7.6698282789138006E-001,7.6042464032587187E-001,9.8492811933107949E-001,9.9558816506759718E-001,4.7062950441777046E-001,8.3437589040116736E-002,2.5956457716551978E-001,6.5112309313633487E-002,8.6537171646793942E-001,5.8974736655527893E-001,9.0434423502034322E-001,3.5572547010922031E-003,3.6326359299821959E-001,8.6493371451243850E-001,9.7609507058191891E-001,4.3408568943724118E-001,1.1877260035633599E-001,2.2570081203457343E-001,9.8868464866568839E-001
2.6505320450734404E-003,7.2841070588440948E-001,3.2074352319501254E-001,4.7912320668132535E-001,3.4694256842607485E-001,7.6331889949836917E-001,1.0993159624942821E-001,3.4838072937557495E-002,4.8894319383435386E-001,6.0727920970820370E-001,6.5976315833621924E-001,9.1877763536576884E-001,2.7243820538616098E-001,5.9431614843982739E-001,4.8339213854089830E-001,2.8354645618304963E-001,3.5222124119233528E-001,6.6421106572166910E-001,7.5633113891265524E-001,4.0548589987042349E-001
9.8140256452337549E-001,7.1317023579937733E-001,1.2355528143336922E-001,5.0211771283298889E-001,8.7929969967364829E-001,8.3381695620456597E-001,5.5512195601377812E-001,3.7231961015945547E-001,7.5640901564376573E-001,7.0689503573164114E-002,2.6825141897488824E-001,2.4520370356846311E-001,2.4628913120114015E-001,4.2261213060562930E-001,1.6836265302767267E-001,2.5786037459882477E-001,2.3509795124797375E-001,7.2062251030137314E-001,6.6247059279587006E-001,8.5344435765536819E-001
1.3320063255822900E-001,2.3739360700289514E-001,9.2250977941478007E-001,5.7437317391006153E-002,9.9199594199641181E-002,6.2730538673743386E-001,1.3706877485422664E-001,7.9538428578882514E-001,9.9865072122090826E-001,9.9148167542924082E-001,5.2032013294622725E-001,6.7927204805338803E-001,3.1544230310832821E-001,5.3436742602904741E-001,9.0026466572773300E-001,9.5386272998448829E-001,5.9773419555621411E-002,8.3350062037238348E-001,8.3738777981044621E-001,2.6489842381159073E-001
1.1520026474819613E-001,4.8810958279730399E-001,2.1877159299123310E-002,2.5432905117886523E-001,2.0654746869417556E-001,4.9389506968719826E-001,3.9048495059424038E-001,5.8922157673343623E-001,1.6784130980563844E-001,7.5363594808571610E-001,8.1980813186787427E-001,2.9425665923013106E-001,1.5967326684492966E-001,3.4437463352076819E-001,7.4363809926865398E-001,3.4855411044652473E-001,1.3701421890696883E-001,1.6956980126604082E-001,3.6825864822696125E-001,5.2972924338047556E-001
3.9033242416486813E-001,4.2174729185575527E-001,6.7214856675482604E-001,8.5833268843510879E-001,6.8865543628842996E-001,7.8770690036708635E-001,9.8510956565584462E-001,8.0920752034645327E-001,6.0200638425095943E-001,5.7560234420290068E-001,6.7311305003920863E-001,2.3493053110739875E-001,8.0208882884008204E-001,8.6376114348866673E-001,4.8038544172083980E-001,8.6958685932442514E-001,1.1403898042315284E-001,1.8061357194192373E-001,8.3986848052070351E-001,7.1938608966200357E-001
9.1634570476104549E-001,3.3206646713691217E-002,5.1543873772597426E-001,9.8041620679915575E-001,6.4465749533655325E-001,7.1104680255007702E-001,6.5797505943471435E-001,4.1524000246794819E-002,5.7719564301037563E-001,7.7170767336857915E-001,1.3516934005980999E-001,6.0704459603819438E-001,1.8285779773393274E-001,8.6391037908959134E-001,3.4308890773102438E-002,6.3148721618410697E-001,6.8194433719164960E-001,9.9654354700175918E-001,2.6972669592442361E-001,6.8804645979960732E-001
4.6553088332066457E-002,2.7203840628418297E-001,6.6527139933224122E-001,7.3599990809335791E-001,4.8977455013936139E-001,3.4663645991315023E-002,1.8443858515344511E-002,9.7077180562335963E-001,4.0329208983100295E-001,2.2628209611120503E-001,1.8467261721248351E-001,6.5048899608271282E-001,1.5544055598436229E-001,9.4507497471355306E-001,9.3473568812596119E-001,9.1106403034200825E-002,6.3448445262907804E-001,7.5090148478123497E-001,2.9958779153645082E-001,5.0217434982062203E-001
9.4307270327637704E-001,3.0811740373725909E-002,1.1163795110267836E-001,6.9033915720825334E-001,3.5603202612265977E-001,4.0918441898220864E-001,8.2310354894203974E-001,6.6926232906398131E-001,8.8790594575554205E-001,2.1649435833190545E-001,2.5376195254259037E-001,6.5614381934153931E-001,6.7489409743156070E-001,3.9636863520896637E-001,3.8999077219013772E-001,9.8593328418411541E-001,7.8872684018769212E-001,2.4679125471844132E-001,5.7080021385011059E-001,8.6858937508896605E-001
4.6514934186716195E-001,4.1280687278536260E-001,5.1101777257235181E-001,7.7719127110264019E-001,8.9790072307063151E-001,2.9503558812570929E-001,1.4343611020225508E-001,6.7895812341544667E-002,7.1098931060828652E-001,4.3523406237126022E-001,4.0225073936922062E-001,3.7096820936179542E-001,2.0848252844112647E-001,7.1614768396716100E-002,6.7302482072594899E-002,6.4721343666926923E-001,7.8817944368126303E-001,7.1420428655453083E-001,8.5036502139690484E-001,6.8393237801932225E-002
4.3410287094243903E-002,5.0574700952903073E-001,3.6679423515568876E-001,9.4057776031508375E-002,6.9970658536770225E-001,4.2603546530614267E-001,1.3842428045629673E-001,2.6394864192029155E-001,3.9478099418635609E-001,1.5723060647239950E-001,5.9092762983816027E-001,5.7783508958107799E-001,3.6273895382546334E-001,7.7628790213934540E-002,8.3818229997786320E-001,3.2028450175383189E-001,1.1578905807904408E-001,9.5837066250923186E-001,2.1016286307193452E-001,6.3131739183421043E-001
3.4970180304937609E-001,3.3808953023404281E-001,5.1032898965196771E-001,3.4309948243361643E-001,2.4109608935805343E-001,9.1433606423370606E-001,1.0835892949742663E-002,2.2405326089101202E-001,4.1011240932138310E-001,8.1172787910181388E-001,9.5553891184777184E-001,3.7109065593346213E-001,4.2879098767751461E-001,1.6844364736122514E-001,7.5524037945802747E-001,3.5103566983622986E-001,7.5020070176900200E-001,8.9088883564134458E-001,9.2269308093418734E-001,7.9792778372012929E-002
9.1097076443606573E-001,6.9039539279584095E-001,1.3801073270426675E-001,3.7799614347967814E-001,5.8480009003915134E-001,9.8687545577269484E-002,3.4495033478400527E-001,2.1087001865913657E-001,9.3938867321611996E-001,4.7632609982402829E-001,9.9325703430308199E-001,6.1819253375118721E-001,8.2743222514713910E-001,1.3319261340488286E-001,2.0169178635990292E-001,8.1251272096465244E-001,9.4322980389675553E-003,4.4959477298685990E-001,2.8236225619948963E-001,1.8325307759293857E-001
3.7687343686550878E-001,8.2758827709825711E-001,2.1183283301339945E-001,1.0514721457730643E-001,2.4730561581485733E-001,3.6821861439318426E-001,7.8837875370503896E-001,3.2916626286652445E-001,8.3582858929663262E-001,2.4018818951025375E-001,4.1833086477505121E-001,8.5319575924502489E-001,1.7204173403957237E-001,8.9234325701797990E-001,5.0248270095839509E-001,3.1036239461079340E-001,4.6867508480203346E-001,6.9545664224485471E-001,2.0054207045867812E-003,2.5555103026415987E-001
4.0821284088217175E-001,8.8593299933909486E-001,6.9075651453542564E-001,7.1323651104471664E-001,6.1269314730489388E-001,8.9457798564765836E-002,4.8266022420773141E-001,5.5638701296080539E-001,9.3591781917633987E-001,8.3457129538923336E-001,4.6559008144547925E-001,8.6534635841587404E-001,1.4171974875320589E-001,1.7821176170743955E-001,2.3782416675940768E-001,6.4788179009684799E-001,5.5362941979360691E-001,5.6802886877323100E-001,6.1343560607266789E-001,7.4944151085919009E-001
3.1596030474483244E-001,8.1400629048726114E-001,9.7465675549852659E-001,3.4095960808059445E-001,8.0942867919869455E-001,1.5501056945691712E-002,7.3951927612495394E-001,1.7291925181547910E-001,8.1141874891267629E-001,1.7362557107497603E-001,3.5945026648848832E-001,7.4974316904701577E-001,9.5863986550103153E-001,6.8159469307192879E-003,3.0898898945379200E-001,7.4270769587259322E-001,1.0319452861861068E-001,1.7497505288239509E-001,4.9894874981168730E-001,9.5799399606393909E-001
3.9107295043822338E-001,7.0075973382432677E-001,6.3001484961773246E-001,8.8776434094643461E-002,8.4687265659876731E-001,6.5358741234751749E-001,5.0303511263708700E-001,4.9043217752442365E-002,9.0929806432236526E-001,1.6022991743848766E-001,1.9420011691144159E-001,8.0958951209443852E-002,6.9539134255995094E-001,7.4318806089972234E-001,9.9694591003488653E-001,9.0668223056382768E-001,4.6829290120159023E-001,4.5266522070231929E-001,5.3671660256614395E-001,7.0077407572688233E-001
6.3838461565910354E-001,6.8895692683818555E-001,6.2140047588340830E-001,4.4371294216979212E-001,7.7942400018267177E-001,6.9749859733850594E-001,8.4281453147494767E-001,2.4977496416814202E-001,4.6482711029718743E-001,9.7874404964653772E-001,1.6920428042410085E-001,8.3906530929754841E-001,2.2692460254234739E-001,6.1257354964909572E-001,6.2194943701182470E-001,3.4343532295525120E-001,3.2422167461311491E-001,9.5126315898139235E-001,7.1633684769674622E-001,6.0541826228636764E-001
9.5597686211486776E-001,3.7200621265011208E-001,6.4462875984303736E-001,1.9962293886018403E-002,4.2064360704026410E-001,1.1141603555081531E-001,6.4431083983109272E-001,7.9721132654834506E-002,8.6081544550569225E-002,5.7414118656981661E-001,2.1548720510509400E-001,1.6240879744512360E-001,9.3196232487298247E-001,2.4145167485037414E-001,9.5697005202176533E-001,3.1983486105965536E-001,5.8533215744105671E-001,6.4920465656667625E-001,9.5866591552579716E-001,6.7599772497071131E-001
8.9753415728472152E-001,1.1697557984987450E-001,3.7227801589464288E-002,9.4359255358826510E-001,1.4668157299418610E-001,2.8029568671487839E-002,8.7238211843766095E-002,5.5398437850581006E-001,4.0927153769325418E-003,8.3421614016795920E-001,3.1696766006865058E-002,7.7428692151530876E-001,8.7824228203417276E-001,3.5699727774819690E-001,3.2814422757004291E-001,9.4420534291185909E-001,2.3177665225277397E-001,9.9510862472664041E-001,5.0728861527495561E-001,5.6604872695828756E-001
9.0728534810210149E-001,4.9804588888487704E-002,4.3051637690229816E-001,6.6444645471775240E-002,2.6378558362916738E-001,9.7921917970926786E-001,6.1419630153415861E-001,1.1668532058515202E-001,1.2306479758606631E-002,6.4686251198095768E-001,4.0834102160715735E-001,3.7404430089228041E-001,4.8141760328807598E-001,6.9669856048159984E-001,2.9736978899521321E-001,3.9074587133405608E-001,1.3046006070873914E-001,2.6211242996135514E-001,8.3565375396542507E-001,6.0789257552049414E-001
8.0909346638849994E-002,6.8440968737696317E-001,3.5740069829814963E-001,2.3244046594828302E-001,8.5593114362756884E-001,8.0166978675030559E-002,6.9100190314238830E-001,3.9756030719383822E-001,3.5309632775056471E-001,6.8136144984314229E-001,5.8406771516695311E-001,1.3232200743973724E-001,6.9449204440779094E-002,5.5385199146224973E-001,3.5934412784140990E-001,3.0156276916751362E-001,9.6126181525515864E-001,7.3380160675064354E-001,7.9702098888660811E-001,3.9545842428410627E-001
8.1470216682631558E-001,4.2064417700970230E-001,3.0823718486361179E-001,8.5508391246298743E-001,4.4057108249912974E-001,4.8121523107555347E-001,7.1945609206043404E-001,9.8312733534994501E-001,4.2074100429331118E-001,7.2287220202578883E-001,1.6742082044052381E-001,3.2980609826441709E-001,9.1988494814849298E-001,5.7480817980072130E-001,3.6692324615478250E-001,5.6558642586453056E-001,2.4949563257728130E-001,4.6226105666355594E-001,1.4410258980873950E-001,8.8165392211665383E-001
1.6222550617026507E-001,7.4234153660900304E-001,1.7822223256756040E-001,7.3477368450526145E-002,1.0591011168545067E-001,4.5126961886785721E-001,1.7305297297868039E-001,9.1185185476551001E-001,1.3242068339872989E-001,2.7272046179568304E-001,7.5451467471837252E-001,3.4030480213738357E-001,5.7869183793142609E-001,3.4424457012712351E-001,2.2149403478344529E-001,1.4517816870480019E-001,8.6718289959735362E-001,3.0020523467913440E-001,3.9197699228210497E-001,4.3821805214906695E-001
5.0772144699297883E-001,9.0884707134775689E-001,4.9286110414806371E-002,3.1069313241583990E-001,2.7808612987274295E-001,9.6237229872571362E-001,2.6105476505572622E-001,6.9913032205126913E-001,7.5059829037676162E-001,5.2785673079445017E-001,7.2547900102367247E-001,5.2038188010102959E-001,1.1701367792960354E-002,1.0625408451612887E-002,7.8472463679574000E-001,2.1646117623858110E-001,5.0181549305762851E-001,1.7458574466397406E-001,8.7046595941744881E-002,7.4923955541353629E-002
3.9257154165235320E-001,3.1914056238110478E-001,1.7565978827470971E-001,5.7261646197754745E-001,1.1935775966635395E-001,1.7513334140476458E-001,5.8745016806445165E-002,4.3477621858752180E-001,9.3043709550385789E-001,5.4662452333750300E-001,1.0114010078688530E-001,6.8669441545802279E-001,8.5746796237527068E-001,2.5256318061978988E-001,2.6031536475140826E-001,2.5954910417165267E-001,5.5607864925017714E-001,7.4538103647408305E-001,6.2984618709279372E-001,4.3261491217290315E-001
3.2118430282020211E-001,6.2841312699723662E-001,5.9077455066881801E-001,4.4057156259593594E-001,6.6512479751166184E-002,2.3629175828993249E-001,5.6038175506165566E-001,1.4565609040705815E-001,4.0177593713204979E-001,9.8309505151727938E-001,2.8698457656134280E-001,9.1741042350413371E-001,6.7166381938914854E-001,6.7555837213176240E-001,9.6171431138446195E-001,5.2915764226503548E-001,4.9566017749305485E-001,8.0260221065077209E-001,9.8056243515936781E-001,9.9446322048519242E-001
8.8678336673257052E-001,1.6301698789766211E-001,2.4238396976265889E-001,9.0969550764379750E-002,1.0463930102732970E-001,6.9750909706962771E-001,3.5168201005690236E-001,5.2422685435008276E-001,5.9210164953425415E-001,3.7939236790330599E-001,8.7764891404665724E-001,6.7693482038539685E-002,5.1098000790611764E-001,6.3803948333177407E-001,5.1358980809111687E-001,5.1987518611801253E-001,1.1105834061277960E-001,1.5234145426611553E-001,4.3884700923319619E-001,5.2903705554462388E-001
5.7651072647581303E-001,4.2684208847655714E-001,4.1502911377580505E-002,1.4290546772394522E-001,6.2699179970393903E-001,7.0362410033496359E-002,8.4081863354406328E-001,4.7126996752710326E-001,6.9421915477543383E-001,3.6693833264976583E-001,2.8401357593999838E-001,8.0399986791423772E-001,5.4127526982147045E-001,1.7035150177771083E-001,8.1819714025908777E-002,4.2342371493159509E-001,3.0655719761613781E-001,6.2462398740138680E-001,1.5995282660983018E-001,7.3453200768456672E-001
2.7211979549852267E-001,2.4798929648431442E-001,2.1109801621331390E-002,9.8942143102214553E-002,1.0444915521805069E-001,5.0305325666420375E-002,1.0659410900459569E-001,7.6149930373180541E-001,7.5334718545643031E-001,2.4452015700946203E-001,9.0939702293777047E-001,1.3110301557171891E-001,8.8407018042447116E-001,2.2656704683704210E-001,1.6825299630942939E-001,8.7888681967993076E-001,9.2720695250322438E-001,8.1083394164260547E-001,7.5441983999949092E-001,9.3886766107927411E-001
3.4094126381911616E-001,6.1170749971416538E-001,7.4791618742648169E-001,4.7089368618371025E-001,3.3049267162190549E-001,5.6834699227916630E-001,4.4456238382859187E-001,9.0455759544269732E-001,2.8116916953557086E-001,1.2571176825347347E-001,7.0228133196658926E-001,2.0376272048793284E-001,6.0301597987131950E-001,3.3721560456944860E-001,5.6312376207928982E-001,8.9096871518173115E-001,4.2854349474711118E-001,4.1816624465590763E-001,4.9053957159438238E-001,5.8198343518590068E-001
6.8672083056125210E-001,8.9772305605302372E-001,4.2588137052949271E-001,1.9672657396726215E-001,9.0740302583633614E-001,9.2228745268398404E-001,6.7579998003458386E-001,9.1158509230461382E-001,9.0131085394482069E-001,1.7879526372887037E-002,3.1517002442360426E-001,2.3744772755683205E-001,3.0863209452187956E-001,5.0718808039603036E-001,3.7856281743284215E-001,3.3065337878909695E-001,5.2495274209463072E-001,1.0012888559650390E-001,8.6119308285480756E-001,4.4683882872634501E-002
2.9719462397580117E-002,4.1758643253466343E-001,2.8032909977621040E-001,4.9666698193954834E-001,7.2364407335861736E-001,3.1248785674640278E-001,8.4836846828056323E-001,5.5939217635818417E-001,1.0418644820146619E-001,5.8958552876243708E-001,2.1175647806343609E-001,3.5159561870881639E-001,6.4421316970052045E-001,4.3818397878000342E-001,2.4661008313384652E-003,9.9374878055818472E-001,8.8604554269177249E-001,8.2981533069829438E-001,8.7440049523675734E-001,6.3714701736229185E-001
4.2502267711187047E-001,8.9154267300903955E-001,8.4265045431688657E-001,4.0987371180172250E-001,3.4350411556560934E-001,7.9359367371325329E-001,3.8036850575884867E-001,7.0647400340544397E-001,8.1641918439214456E-001,7.7544299695298607E-002,8.6196541938328042E-002,5.9253746660690852E-002,7.2678770673319326E-001,2.6295251695018390E-001,8.5055382144501024E-001,2.6939169638710705E-002,7.1218085081100890E-001,7.0827167770037869E-001,7.8382028109613833E-001,7.4094541695916893E-001
8.4343703076808899E-002,8.4583526053279334E-001,1.9707108510240978E-001,6.2579714888369431E-001,8.3218224986246214E-001,1.2815637229629379E-001,1.5781028494884891E-001,9.1405093096863721E-001,5.0276579602392879E-001,5.8687940839899111E-001,7.6565183470044407E-001,6.3593789611697127E-001,1.5289252390892424E-001,6.4034972127048462E-001,4.6040662430904855E-001,4.5177752729555959E-001,6.8194896959031903E-001,6.1329734145210657E-001,8.4554257889795842E-002,8.4217028300486052E-002
7.1461331273528217E-001,6.6402418326682067E-001,7.8432105419565279E-001,6.1699703356472091E-001,5.0141975871318822E-001,7.3184972452336150E-001,6.7026361076738872E-001,4.0030327859603659E-001,6.6985946983939593E-001,5.5314485124187074E-001,3.8410111872879482E-001,1.7766403271883821E-001,3.9390067452637273E-001,6.5034699173620503E-001,9.9909278793394685E-001,5.1480852708160996E-002,6.0309210059364604E-001,3.1499547640542225E-001,2.2470028609946527E-001,3.5060214009190926E-001
